	d33009	d33018	d33031	d33039	d33120	d33209	d33211	d33369	d33413	d33430	d33451	d33455	d33512	others33013
10497_at	5	6	5	5	5	5	6	6	5	5	5	6	4	5
10498_at	6	6	6	5	5	5	6	6	6	5	6	6	5	6
10499_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1050_at	1	1	3	1	2	1	1	1	1	2	2	2	2	4
10500_at	5	5	5	4	5	4	5	5	4	4	5	5	4	5
10501_at	3	3	3	4	4	2	3	3	2	3	4	3	2	5
10505_at	5	5	5	4	4	4	5	5	5	4	5	5	4	4
10507_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10509_at	1	2	1	1	1	1	1	1	1	1	2	1	1	2
1051_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10512_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10513_at	3	3	3	3	3	3	3	3	3	3	3	3	2	3
10514_at	3	1	1	1	1	1	1	2	1	1	3	2	1	4
10516_at	3	3	3	2	3	3	3	3	3	3	3	3	3	4
10517_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10518_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10519_at	3	3	2	3	3	3	3	3	2	3	3	3	2	4
1052_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10520_at	1	1	1	1	1	1	1	2	1	2	3	2	2	5
10521_at	2	2	2	1	1	1	1	1	2	2	2	2	1	2
10522_at	5	5	5	5	5	5	5	5	5	5	6	5	4	6
10523_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10524_at	1	1	1	1	1	1	1	1	1	1	2	1	1	4
10525_at	5	5	4	4	4	4	5	5	4	3	5	4	3	5
10526_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10527_at	4	5	5	4	5	5	5	4	5	5	4	5	3	4
10528_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10529_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1053_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10531_at	5	5	5	4	4	4	4	4	4	4	5	4	4	5
10533_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10534_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10535_at	5	4	5	4	4	4	5	5	5	4	5	5	4	5
10536_at	6	5	5	5	5	5	5	5	5	4	6	5	4	5
105369140_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369155_at	3	3	3	3	4	3	3	4	3	3	3	3	3	2
105369201_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369205_at	4	4	4	4	5	4	4	4	4	4	4	5	3	3
105369209_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369212_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369214_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369246_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369266_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369535_at	5	4	5	4	4	4	5	5	5	4	5	5	3	4
105369591_at	4	4	3	3	4	3	4	4	4	3	4	3	3	2
105369669_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369728_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105369869_at	2	1	2	1	1	1	1	1	1	1	2	3	1	3
105369914_at	5	5	5	4	5	4	5	4	4	3	5	4	4	4
10537_at	2	2	3	2	2	2	3	3	3	3	3	3	2	4
105370045_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
105370092_at	2	2	2	2	2	2	2	2	2	2	2	2	2	3
105370295_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370362_at	5	5	5	6	6	5	4	5	5	4	5	4	3	5
105370378_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370399_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370579_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370641_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370687_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370691_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370705_at	6	6	6	6	6	5	6	6	6	6	6	6	5	6
105370706_at	4	4	4	4	3	3	4	4	3	4	5	4	3	4
105370708_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370733_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105370849_at	5	4	4	4	4	4	4	4	4	4	4	5	3	4
105370980_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371031_at	2	2	3	3	4	2	2	3	2	2	4	3	2	5
105371045_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371063_at	3	3	3	2	3	2	3	4	5	4	4	2	3	5
105371095_at	4	4	4	4	4	4	4	4	4	3	4	4	3	2
105371191_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371242_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371253_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371346_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371371_at	3	2	3	3	3	3	3	3	3	3	4	3	2	2
105371409_at	2	1	2	1	1	1	1	2	1	1	3	1	1	3
105371419_at	4	3	4	3	4	4	4	4	4	4	4	4	3	3
105371448_at	4	4	4	4	4	4	4	4	4	4	4	4	3	3
105371566_at	4	4	4	4	4	3	4	4	4	3	4	4	3	3
105371598_at	1	2	1	1	1	1	1	2	2	1	2	2	1	4
105371727_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371763_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371844_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371910_at	3	2	2	2	2	2	2	3	2	2	3	2	2	3
105371921_at	6	6	6	5	6	6	7	5	5	6	6	6	5	6
105371930_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371932_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105371933_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372109_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372204_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372269_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372280_at	1	1	1	1	1	1	1	1	1	1	2	1	1	1
105372315_at	2	2	2	2	2	1	1	2	2	2	3	2	2	4
105372319_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372412_at	1	2	2	1	1	1	2	2	3	1	2	3	2	4
105372478_at	2	1	2	1	1	1	1	1	1	1	1	2	1	4
105372585_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372698_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372704_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372714_at	1	1	1	1	1	1	2	2	1	2	1	1	1	2
105372798_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372824_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372836_at	2	1	1	1	1	1	1	1	1	2	2	2	1	4
105372883_at	5	6	5	5	6	6	6	6	6	6	5	6	5	3
105372977_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105372978_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373057_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373091_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373132_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373289_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373392_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373395_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373750_at	1	1	1	1	1	1	1	1	1	1	1	2	1	1
105373759_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373780_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373926_at	4	3	4	3	3	3	4	4	4	3	4	4	3	3
105373944_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373985_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105373989_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
105374013_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105374089_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105374103_at	2	1	1	1	1	1	1	1	1	2	2	2	2	3
105374250_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105374299_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105374301_at	1	1	1	1	2	1	1	1	1	1	1	1	1	3
105374314_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105374378_at	2	2	2	2	2	1	1	2	1	1	3	2	2	3
105374811_at	3	3	3	3	3	3	3	3	3	3	3	3	2	4
105375106_at	1	1	1	1	1	1	1	1	1	1	2	1	1	1
105375107_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375112_at	2	1	2	2	1	1	1	1	1	1	3	2	2	2
105375116_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375131_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375303_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375355_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375683_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375787_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375809_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375816_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375817_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105375975_at	1	1	1	1	1	1	1	1	1	1	2	1	1	2
105376204_at	3	4	3	3	3	3	4	3	3	3	3	4	2	3
105376335_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376341_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376353_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376525_at	1	1	1	1	1	1	1	1	1	1	3	2	1	3
105376526_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376678_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376684_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376714_at	5	5	4	4	5	4	5	4	4	4	5	6	5	5
105376722_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105376731_at	4	4	4	4	4	4	4	4	3	4	4	4	3	2
105376747_at	4	4	4	4	4	4	5	4	4	4	4	4	3	4
105376917_at	1	1	1	1	1	1	1	1	1	1	1	1	1	3
105377021_at	3	3	3	3	3	3	3	3	3	3	3	3	2	2
105377022_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377310_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377372_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377622_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
105377641_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377650_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377746_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377752_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377777_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105377792_at	2	1	3	1	1	1	1	2	4	2	2	2	1	4
105377805_at	4	4	4	4	5	4	5	5	4	4	3	5	2	3
105378105_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105378132_at	1	1	1	1	1	1	1	1	1	1	1	1	1	2
105378148_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105378161_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105378189_at	3	3	4	3	3	4	4	4	4	4	3	4	3	4
105378193_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105378220_at	1	1	1	1	1	1	1	1	2	2	1	1	1	1
105378230_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
105378260_at	1	1	1	1	1	1	1	1	1	1	1	1	1	1
